,Small LowVol,Small Neutral,Small HighVol,Big LowVol,Big Neutral,Big HighVol,Rm-Rf,Rf,SLV-Rf,BLV-Rf,SHV-Rf,BHV-Rf,VOL,Conservative,Speculative,CMS
Jan-04,1.96%,1.94%,8.94%,0.91%,2.00%,2.72%,2.15%,0.07%,1.89%,0.84%,8.87%,2.65%,-0.27%,1.61%,4.53%,1.87%
Feb-04,2.48%,2.44%,-1.45%,3.10%,1.35%,-0.49%,1.40%,0.06%,2.42%,3.04%,-1.51%,-0.55%,6.17%,3.22%,3.28%,5.68%
Mar-04,1.42%,1.40%,-0.73%,-0.53%,-2.09%,-1.36%,-1.32%,0.09%,1.33%,-0.62%,-0.82%,-1.45%,1.57%,-0.07%,-1.13%,0.37%
Apr-04,-2.27%,-1.48%,-6.82%,0.14%,-1.30%,-4.73%,-1.83%,0.08%,-2.35%,0.06%,-6.90%,-4.81%,1.03%,-3.14%,-3.27%,-4.40%
May-04,0.44%,0.90%,1.65%,0.91%,0.46%,3.39%,1.17%,0.06%,0.38%,0.85%,1.59%,3.33%,-0.39%,1.83%,2.05%,2.36%
Jun-04,4.45%,5.19%,2.50%,1.03%,1.89%,2.63%,1.86%,0.08%,4.37%,0.95%,2.42%,2.55%,3.62%,1.22%,2.87%,0.89%
Jul-04,-2.58%,-3.99%,-12.15%,-2.23%,-2.50%,-7.28%,-4.06%,0.10%,-2.68%,-2.33%,-12.25%,-7.38%,1.11%,-2.24%,-10.47%,0.72%
Aug-04,1.34%,-0.61%,-3.11%,2.33%,0.43%,-2.93%,0.08%,0.11%,1.23%,2.22%,-3.22%,-3.04%,4.79%,1.53%,-2.88%,4.07%
Sep-04,3.36%,5.02%,6.00%,0.24%,1.23%,3.08%,1.60%,0.11%,3.25%,0.13%,5.89%,2.97%,0.53%,1.92%,4.13%,1.44%
Oct-04,2.05%,1.58%,2.42%,0.62%,0.66%,3.64%,1.43%,0.11%,1.94%,0.51%,2.31%,3.53%,0.52%,1.80%,4.29%,1.18%
Nov-04,7.27%,8.99%,9.24%,2.87%,4.55%,5.62%,4.54%,0.15%,7.12%,2.72%,9.09%,5.47%,4.66%,4.64%,7.63%,4.54%
Dec-04,1.30%,3.56%,5.89%,2.43%,3.81%,4.33%,3.43%,0.16%,1.14%,2.27%,5.73%,4.17%,-0.18%,2.32%,5.21%,1.61%
Jan-05,-2.15%,-2.14%,-6.31%,-0.98%,-2.36%,-4.39%,-2.76%,0.16%,-2.31%,-1.14%,-6.47%,-4.55%,0.25%,-1.50%,-6.71%,0.56%
Feb-05,1.58%,1.97%,0.96%,3.60%,1.14%,1.52%,1.89%,0.16%,1.42%,3.44%,0.80%,1.36%,3.24%,2.77%,0.67%,4.60%
Mar-05,-1.56%,-1.22%,-4.28%,-1.46%,-2.17%,-1.13%,-1.97%,0.21%,-1.77%,-1.67%,-4.49%,-1.34%,-1.14%,-1.09%,-3.76%,0.00%
Apr-05,-4.44%,-5.99%,-7.35%,-1.23%,-2.14%,-2.63%,-2.61%,0.21%,-4.65%,-1.44%,-7.56%,-2.84%,-2.26%,-3.34%,-6.41%,-2.52%
May-05,4.70%,6.66%,8.29%,1.75%,3.40%,6.74%,3.65%,0.24%,4.46%,1.51%,8.05%,6.50%,0.32%,3.55%,7.18%,1.92%
Jun-05,4.11%,3.63%,3.53%,-0.33%,0.87%,0.74%,0.57%,0.23%,3.88%,-0.56%,3.30%,0.51%,1.59%,1.96%,1.36%,2.33%
Jul-05,4.64%,6.28%,8.57%,2.26%,4.09%,6.24%,3.92%,0.24%,4.40%,2.02%,8.33%,6.00%,0.47%,3.46%,6.39%,2.01%
Aug-05,-2.00%,-1.74%,-1.29%,-0.99%,-1.03%,-0.17%,-1.22%,0.30%,-2.30%,-1.29%,-1.59%,-0.47%,-2.22%,-1.21%,-0.40%,-1.65%
Sep-05,-0.32%,-0.06%,1.22%,0.96%,0.54%,1.03%,0.49%,0.29%,-0.61%,0.67%,0.93%,0.74%,-0.48%,0.92%,1.88%,0.44%
Oct-05,-1.19%,-2.77%,-4.67%,-1.62%,-0.88%,-2.59%,-2.02%,0.27%,-1.46%,-1.89%,-4.94%,-2.86%,-0.54%,-2.51%,-3.80%,-2.12%
Nov-05,3.03%,4.65%,5.83%,3.42%,3.36%,5.59%,3.61%,0.31%,2.72%,3.11%,5.52%,5.28%,1.39%,2.52%,5.81%,0.94%
Dec-05,-1.45%,-0.26%,0.45%,-0.67%,0.66%,0.31%,-0.25%,0.32%,-1.77%,-0.99%,0.13%,-0.01%,-1.89%,0.41%,0.99%,0.05%
Jan-06,5.25%,8.37%,11.07%,0.71%,4.17%,3.97%,3.04%,0.35%,4.90%,0.36%,10.72%,3.62%,-1.00%,2.92%,4.12%,1.54%
Feb-06,0.17%,-0.77%,-0.20%,1.19%,0.30%,-1.90%,-0.30%,0.34%,-0.17%,0.85%,-0.54%,-2.24%,1.55%,-0.21%,0.17%,-0.35%
Mar-06,3.00%,4.96%,4.77%,1.03%,1.52%,2.17%,1.46%,0.37%,2.63%,0.66%,4.40%,1.80%,0.30%,1.25%,4.29%,-0.63%
Apr-06,0.05%,0.12%,0.19%,1.14%,0.93%,1.46%,0.73%,0.36%,-0.31%,0.78%,-0.17%,1.10%,0.14%,0.40%,0.30%,0.35%
May-06,-2.20%,-4.77%,-7.15%,-1.57%,-2.80%,-5.90%,-3.57%,0.43%,-2.63%,-2.00%,-7.58%,-6.33%,0.80%,-2.68%,-5.04%,-0.63%
Jun-06,0.12%,-0.70%,-1.28%,0.28%,-0.01%,-0.28%,-0.35%,0.40%,-0.28%,-0.12%,-1.68%,-0.68%,0.40%,-0.58%,-2.25%,0.59%
Jul-06,-0.51%,-3.55%,-5.34%,1.92%,0.51%,-3.93%,-0.78%,0.40%,-0.91%,1.52%,-5.74%,-4.33%,3.67%,-1.63%,-6.99%,2.04%
Aug-06,2.34%,2.75%,3.39%,2.41%,2.11%,3.07%,2.03%,0.42%,1.92%,1.99%,2.97%,2.65%,1.01%,1.59%,5.26%,-1.08%
Sep-06,1.09%,1.58%,1.04%,3.03%,2.18%,1.09%,1.84%,0.41%,0.68%,2.62%,0.63%,0.68%,2.09%,2.45%,0.51%,2.48%
Oct-06,3.67%,5.51%,6.45%,2.94%,3.20%,3.69%,3.23%,0.41%,3.26%,2.53%,6.04%,3.28%,1.09%,1.92%,4.00%,-0.09%
Nov-06,2.20%,2.50%,3.38%,0.31%,2.74%,3.40%,1.71%,0.42%,1.78%,-0.11%,2.96%,2.98%,-0.93%,1.32%,6.89%,-2.22%
Dec-06,1.19%,0.75%,0.19%,3.23%,1.03%,-2.16%,0.87%,0.40%,0.79%,2.83%,-0.21%,-2.56%,3.60%,1.45%,-2.55%,3.13%
Jan-07,0.12%,2.12%,2.36%,1.07%,1.52%,3.47%,1.40%,0.44%,-0.32%,0.63%,1.92%,3.03%,-1.06%,1.30%,2.52%,0.18%
Feb-07,-1.12%,-0.34%,0.23%,-1.86%,-2.31%,0.36%,-1.96%,0.38%,-1.50%,-2.24%,-0.15%,-0.02%,-2.63%,-0.93%,0.83%,-1.53%
Mar-07,0.44%,0.91%,1.06%,0.71%,1.27%,1.53%,0.68%,0.43%,0.01%,0.28%,0.63%,1.10%,-0.28%,1.02%,-0.06%,1.24%
Apr-07,-0.06%,1.74%,3.15%,3.36%,5.03%,4.55%,3.49%,0.44%,-0.50%,2.92%,2.71%,4.11%,0.19%,2.81%,3.40%,1.41%
May-07,3.51%,4.58%,3.50%,2.33%,4.33%,4.47%,3.24%,0.41%,3.10%,1.92%,3.09%,4.06%,0.99%,2.40%,5.27%,-0.04%
Jun-07,-1.62%,-1.22%,-1.18%,-2.23%,-1.30%,-1.44%,-1.96%,0.40%,-2.02%,-2.63%,-1.58%,-1.84%,-2.16%,-2.85%,-2.67%,-2.01%
Jul-07,-6.88%,-5.13%,-5.94%,-3.48%,-2.82%,-2.73%,-3.73%,0.40%,-7.28%,-3.88%,-6.34%,-3.13%,-4.17%,-4.67%,-3.78%,-3.43%
Aug-07,4.33%,1.14%,-0.62%,1.91%,1.76%,0.08%,0.92%,0.42%,3.91%,1.49%,-1.04%,-0.34%,3.46%,-0.16%,-0.12%,-0.10%
Sep-07,-0.28%,-0.14%,2.88%,3.47%,2.83%,5.71%,3.22%,0.32%,-0.60%,3.15%,2.56%,5.39%,-0.80%,1.85%,4.16%,-0.58%
Oct-07,1.01%,1.35%,2.46%,1.32%,1.55%,4.62%,1.80%,0.32%,0.69%,1.00%,2.14%,4.30%,-1.19%,2.35%,0.28%,2.45%
Nov-07,-4.74%,-7.20%,-9.56%,-1.71%,-5.13%,-6.18%,-4.83%,0.34%,-5.08%,-2.05%,-9.90%,-6.52%,1.23%,-4.23%,-8.26%,0.59%
Dec-07,-1.88%,-1.21%,-0.35%,-1.72%,-0.12%,0.51%,-0.87%,0.27%,-2.15%,-1.99%,-0.62%,0.24%,-2.50%,-1.01%,-3.11%,0.85%
Jan-08,-2.70%,-6.07%,-8.70%,-3.25%,-6.71%,-9.13%,-6.36%,0.21%,-2.91%,-3.46%,-8.91%,-9.34%,2.09%,-6.44%,-4.54%,-4.31%
Feb-08,-5.40%,-3.70%,-2.82%,-4.07%,-2.84%,-0.46%,-3.09%,0.13%,-5.53%,-4.20%,-2.95%,-0.59%,-5.09%,-1.99%,-5.19%,1.66%
Mar-08,2.31%,0.13%,-2.55%,1.14%,-1.64%,-2.94%,-0.93%,0.17%,2.14%,0.97%,-2.72%,-3.11%,3.87%,-0.01%,-3.36%,2.41%
Apr-08,2.02%,3.54%,4.02%,2.71%,4.43%,10.39%,4.60%,0.18%,1.84%,2.53%,3.84%,10.21%,-2.21%,4.50%,7.25%,-0.25%
May-08,2.30%,4.16%,6.47%,-0.18%,2.81%,3.82%,1.86%,0.18%,2.12%,-0.36%,6.29%,3.64%,-2.34%,3.63%,2.77%,2.00%
Jun-08,-11.05%,-11.62%,-9.75%,-8.03%,-9.18%,-6.54%,-8.44%,0.17%,-11.22%,-8.20%,-9.92%,-6.71%,-7.10%,-6.71%,-14.19%,3.19%
Jul-08,5.63%,3.87%,3.28%,0.71%,0.57%,-6.46%,-0.77%,0.15%,5.48%,0.56%,3.13%,-6.61%,4.89%,0.87%,-3.47%,3.43%
Aug-08,4.99%,5.13%,3.98%,2.07%,2.14%,-1.17%,1.53%,0.13%,4.86%,1.94%,3.85%,-1.30%,3.13%,0.14%,2.79%,-1.82%
Sep-08,-1.76%,-8.28%,-13.72%,-4.20%,-10.04%,-16.98%,-9.24%,0.15%,-1.91%,-4.35%,-13.87%,-17.13%,7.91%,-7.24%,-18.75%,4.85%
Oct-08,-15.17%,-22.48%,-25.69%,-12.86%,-17.65%,-23.23%,-17.23%,0.08%,-15.25%,-12.94%,-25.77%,-23.31%,-1.79%,-12.94%,-24.07%,0.35%
Nov-08,-9.18%,-14.19%,-17.76%,-2.92%,-9.19%,-15.47%,-7.86%,0.03%,-9.21%,-2.95%,-17.79%,-15.50%,4.14%,-4.63%,-16.81%,5.68%
Dec-08,5.01%,7.15%,5.85%,0.22%,2.78%,1.38%,1.74%,0.00%,5.01%,0.22%,5.85%,1.38%,0.70%,1.29%,6.04%,-2.36%
Jan-09,-11.99%,-9.89%,-8.14%,-7.36%,-9.66%,-5.84%,-8.12%,0.00%,-11.99%,-7.36%,-8.14%,-5.84%,-7.57%,-9.41%,-5.95%,-7.99%
Feb-09,-11.17%,-12.72%,-16.84%,-9.27%,-11.26%,-9.47%,-10.10%,0.01%,-11.18%,-9.28%,-16.85%,-9.48%,-3.39%,-8.70%,-10.32%,-3.59%
Mar-09,7.76%,13.72%,15.48%,6.26%,10.45%,13.71%,8.95%,0.02%,7.74%,6.24%,15.46%,13.69%,-2.07%,6.64%,12.62%,-0.87%
Apr-09,13.47%,26.42%,35.46%,3.03%,13.40%,18.91%,10.18%,0.01%,13.46%,3.02%,35.45%,18.90%,-9.55%,3.87%,31.90%,-17.90%
May-09,1.60%,4.64%,13.65%,2.65%,5.74%,10.57%,5.21%,0.00%,1.60%,2.65%,13.65%,10.57%,-5.02%,1.06%,14.08%,-7.40%
Jun-09,2.04%,1.45%,1.28%,2.12%,-1.26%,-1.50%,0.43%,0.01%,2.03%,2.11%,1.27%,-1.51%,2.80%,2.38%,-2.79%,4.87%
Jul-09,8.96%,11.22%,14.32%,5.39%,8.72%,10.68%,7.72%,0.01%,8.95%,5.38%,14.31%,10.67%,0.73%,6.70%,12.89%,0.97%
Aug-09,0.74%,4.08%,11.60%,1.46%,3.55%,8.33%,3.33%,0.01%,0.73%,1.45%,11.59%,8.32%,-4.89%,2.14%,7.50%,-1.81%
Sep-09,4.05%,7.13%,10.71%,2.01%,5.47%,5.00%,4.08%,0.01%,4.04%,2.00%,10.70%,4.99%,-1.22%,2.35%,9.63%,-2.82%
Oct-09,-4.05%,-8.04%,-12.68%,-0.01%,-2.83%,-6.02%,-2.59%,0.00%,-4.05%,-0.01%,-12.68%,-6.02%,3.58%,-1.52%,-10.82%,4.56%
Nov-09,2.14%,1.91%,2.73%,5.98%,5.43%,6.87%,5.56%,0.00%,2.14%,5.98%,2.73%,6.87%,2.39%,5.48%,4.67%,4.44%
Dec-09,7.07%,8.54%,10.55%,1.32%,3.23%,2.38%,2.75%,0.01%,7.06%,1.31%,10.54%,2.37%,0.88%,4.01%,6.50%,1.27%
Jan-10,-2.84%,-2.16%,-3.40%,-3.02%,-3.70%,-3.48%,-3.36%,0.00%,-2.84%,-3.02%,-3.40%,-3.48%,-1.52%,-3.88%,-1.50%,-4.13%
Feb-10,3.87%,4.26%,7.10%,2.33%,3.41%,5.31%,3.40%,0.00%,3.87%,2.33%,7.10%,5.31%,-0.16%,4.86%,3.75%,4.02%
Mar-10,6.59%,8.60%,10.64%,3.83%,7.34%,9.51%,6.31%,0.01%,6.58%,3.82%,10.63%,9.50%,-0.13%,6.51%,8.74%,2.99%
Apr-10,5.01%,6.59%,11.59%,0.71%,1.75%,3.96%,2.00%,0.01%,5.00%,0.70%,11.58%,3.95%,-1.56%,2.93%,4.74%,0.79%
May-10,-6.19%,-7.27%,-11.02%,-7.02%,-7.93%,-10.24%,-7.89%,0.01%,-6.20%,-7.03%,-11.03%,-10.25%,-1.66%,-6.00%,-10.10%,-1.40%
Jun-10,-4.77%,-8.61%,-13.52%,-2.92%,-6.38%,-9.62%,-5.57%,0.01%,-4.78%,-2.93%,-13.53%,-9.63%,2.58%,-4.39%,-8.32%,-0.43%
Jul-10,5.36%,7.46%,9.91%,5.22%,7.91%,9.17%,6.93%,0.01%,5.35%,5.21%,9.90%,9.16%,0.64%,5.86%,8.77%,2.04%
Aug-10,-6.73%,-7.88%,-9.29%,-2.22%,-5.77%,-7.69%,-4.77%,0.01%,-6.74%,-2.23%,-9.30%,-7.70%,0.12%,-3.55%,-6.84%,-0.27%
Sep-10,9.97%,14.01%,15.98%,7.20%,10.67%,11.16%,9.54%,0.01%,9.96%,7.19%,15.97%,11.15%,2.19%,9.22%,11.42%,4.63%
Oct-10,3.10%,4.62%,3.34%,2.70%,5.12%,3.97%,3.88%,0.01%,3.09%,2.69%,3.33%,3.96%,1.24%,3.52%,2.74%,2.66%
Nov-10,2.77%,3.67%,4.28%,-0.75%,0.57%,2.98%,0.60%,0.01%,2.76%,-0.76%,4.27%,2.97%,-1.39%,0.50%,1.61%,-0.40%
Dec-10,7.65%,8.68%,10.58%,5.23%,6.85%,10.31%,6.82%,0.01%,7.64%,5.22%,10.57%,10.30%,1.11%,4.21%,11.77%,-2.21%
Jan-11,-0.78%,0.94%,-0.79%,1.24%,3.25%,2.81%,1.99%,0.01%,-0.79%,1.23%,-0.80%,2.80%,-0.29%,1.03%,4.68%,-1.68%
Feb-11,3.73%,5.89%,5.86%,2.88%,4.09%,2.96%,3.49%,0.01%,3.72%,2.87%,5.85%,2.95%,1.26%,4.98%,3.64%,4.08%
Mar-11,2.74%,2.85%,2.10%,0.43%,0.19%,-0.25%,0.46%,0.01%,2.73%,0.42%,2.09%,-0.26%,1.21%,2.68%,0.01%,3.40%
Apr-11,2.02%,2.26%,1.52%,4.25%,2.11%,1.46%,2.90%,0.00%,2.02%,4.25%,1.52%,1.46%,3.16%,3.59%,1.42%,3.66%
May-11,-0.71%,-1.91%,-3.35%,0.05%,-1.95%,-3.25%,-1.27%,0.00%,-0.71%,0.05%,-3.35%,-3.25%,1.79%,0.02%,-0.50%,0.34%
Jun-11,-1.24%,-2.35%,-4.20%,-1.31%,-1.85%,-2.08%,-1.75%,0.00%,-1.24%,-1.31%,-4.20%,-2.08%,0.37%,-0.64%,-4.16%,1.82%
Jul-11,-3.19%,-3.94%,-4.48%,-2.32%,-1.28%,-3.41%,-2.35%,0.00%,-3.19%,-2.32%,-4.48%,-3.41%,-0.92%,-4.34%,-4.93%,-2.41%
Aug-11,-5.72%,-10.43%,-13.56%,-2.45%,-6.84%,-11.42%,-5.99%,0.01%,-5.73%,-2.46%,-13.57%,-11.43%,3.05%,-4.05%,-13.78%,3.62%
Sep-11,-8.11%,-12.26%,-16.24%,-3.19%,-8.28%,-15.07%,-7.59%,0.00%,-8.11%,-3.19%,-16.24%,-15.07%,3.18%,-6.18%,-12.79%,0.17%
Oct-11,13.08%,17.48%,20.79%,6.67%,13.91%,17.46%,11.35%,0.00%,13.08%,6.67%,20.79%,17.46%,-0.30%,8.98%,17.16%,0.47%
Nov-11,1.05%,-0.72%,-3.34%,1.11%,-0.73%,-2.92%,-0.28%,0.00%,1.05%,1.11%,-3.34%,-2.92%,3.25%,1.66%,-2.04%,3.36%
Dec-11,0.09%,1.30%,-1.29%,2.66%,-0.57%,-2.01%,0.74%,0.00%,0.09%,2.66%,-1.29%,-2.01%,3.09%,0.98%,-1.56%,2.21%
Jan-12,5.64%,8.25%,13.23%,2.04%,5.84%,10.90%,5.05%,0.00%,5.64%,2.04%,13.23%,10.90%,-2.93%,1.67%,11.68%,-5.38%
Feb-12,1.95%,3.25%,5.12%,4.14%,4.20%,6.04%,4.42%,0.00%,1.95%,4.14%,5.12%,6.04%,0.90%,3.07%,5.15%,0.86%
Mar-12,2.70%,3.05%,2.14%,2.79%,4.02%,2.00%,3.11%,0.00%,2.70%,2.79%,2.14%,2.00%,2.51%,2.92%,1.05%,3.28%
Apr-12,-1.11%,-1.78%,-2.86%,0.48%,-1.09%,-2.78%,-0.85%,0.00%,-1.11%,0.48%,-2.86%,-2.78%,1.43%,1.58%,-4.00%,4.41%
May-12,-4.03%,-8.56%,-9.16%,-2.89%,-7.11%,-12.23%,-6.19%,0.01%,-4.04%,-2.90%,-9.17%,-12.24%,2.08%,-2.98%,-13.40%,4.72%
Jun-12,4.37%,5.09%,5.86%,4.67%,3.34%,2.86%,3.89%,0.00%,4.37%,4.67%,5.86%,2.86%,3.38%,2.95%,2.45%,2.16%
Jul-12,-1.20%,-1.06%,-2.90%,1.97%,0.86%,-1.13%,0.79%,0.00%,-1.20%,1.97%,-2.90%,-1.13%,2.08%,0.38%,-1.81%,1.64%
Aug-12,2.37%,3.42%,5.81%,-0.14%,4.22%,5.76%,2.55%,0.01%,2.36%,-0.15%,5.80%,5.75%,-2.37%,1.57%,5.21%,-1.38%
Sep-12,3.61%,3.55%,4.14%,2.39%,2.52%,3.48%,2.73%,0.01%,3.60%,2.38%,4.13%,3.47%,1.42%,2.23%,3.42%,0.59%
Oct-12,-1.21%,-2.10%,-3.17%,-1.08%,-2.83%,-0.19%,-1.76%,0.01%,-1.22%,-1.09%,-3.18%,-0.20%,-0.51%,-0.56%,-2.15%,0.71%
Nov-12,0.56%,0.77%,1.60%,0.12%,0.87%,1.74%,0.78%,0.01%,0.55%,0.11%,1.59%,1.73%,-0.66%,1.24%,0.58%,1.17%
Dec-12,2.77%,4.06%,4.43%,-0.78%,1.26%,5.32%,1.18%,0.01%,2.76%,-0.79%,4.42%,5.31%,-2.21%,0.52%,6.30%,-3.51%
Jan-13,5.31%,6.40%,7.09%,5.61%,4.43%,7.83%,5.57%,0.00%,5.31%,5.61%,7.09%,7.83%,2.49%,5.73%,6.84%,2.69%
Feb-13,1.67%,1.45%,-0.62%,2.31%,1.03%,-0.80%,1.29%,0.00%,1.67%,2.31%,-0.62%,-0.80%,3.08%,2.49%,-1.14%,3.90%
Mar-13,4.30%,4.99%,5.10%,4.50%,3.27%,3.99%,4.03%,0.00%,4.30%,4.50%,5.10%,3.99%,2.94%,5.97%,4.52%,4.68%
Apr-13,-0.91%,-0.93%,0.64%,2.31%,1.58%,0.46%,1.55%,0.00%,-0.91%,2.31%,0.64%,0.46%,0.96%,1.41%,-0.62%,2.20%
May-13,3.80%,5.90%,7.05%,-0.28%,4.34%,5.86%,2.80%,0.00%,3.80%,-0.28%,7.05%,5.86%,-2.19%,1.52%,4.62%,-1.10%
Jun-13,0.92%,-0.27%,-1.65%,-0.07%,-1.98%,-3.16%,-1.20%,0.00%,0.92%,-0.07%,-1.65%,-3.16%,1.87%,-1.12%,-2.48%,0.13%
Jul-13,6.82%,7.46%,9.05%,4.25%,5.97%,7.04%,5.65%,0.00%,6.82%,4.25%,9.05%,7.04%,2.09%,7.50%,7.12%,5.22%
Aug-13,-3.69%,-2.73%,-3.35%,-3.96%,-1.98%,-1.42%,-2.71%,0.00%,-3.69%,-3.96%,-3.35%,-1.42%,-3.67%,-3.27%,-0.89%,-3.58%
Sep-13,6.06%,6.21%,6.51%,2.12%,4.46%,4.98%,3.77%,0.00%,6.06%,2.12%,6.51%,4.98%,1.24%,4.62%,5.62%,2.21%
Oct-13,3.95%,3.46%,0.10%,4.24%,5.07%,2.89%,4.18%,0.00%,3.95%,4.24%,0.10%,2.89%,4.43%,4.45%,0.69%,5.23%
Nov-13,4.82%,5.04%,4.86%,2.66%,3.60%,2.84%,3.13%,0.00%,4.82%,2.66%,4.86%,2.84%,2.23%,3.55%,1.46%,3.57%
Dec-13,1.70%,2.04%,3.30%,1.66%,3.71%,2.66%,2.81%,0.00%,1.70%,1.66%,3.30%,2.66%,0.40%,2.09%,2.87%,0.84%
Jan-14,-4.28%,-4.04%,-1.27%,-3.62%,-4.04%,-2.05%,-3.32%,0.00%,-4.28%,-3.62%,-1.27%,-2.05%,-4.03%,-3.54%,-2.32%,-2.91%
Feb-14,3.21%,4.65%,6.31%,3.77%,4.99%,6.08%,4.65%,0.00%,3.21%,3.77%,6.31%,6.08%,0.72%,4.81%,6.18%,1.80%
Mar-14,1.86%,0.47%,-1.98%,2.28%,-0.37%,-0.94%,0.43%,0.00%,1.86%,2.28%,-1.98%,-0.94%,3.58%,0.76%,-1.26%,1.74%
Apr-14,-3.22%,-3.62%,-3.88%,1.36%,0.14%,-1.95%,-0.19%,0.00%,-3.22%,1.36%,-3.88%,-1.95%,1.21%,-1.33%,-2.07%,-0.28%
May-14,0.70%,0.64%,-0.77%,1.33%,3.38%,2.02%,2.06%,0.00%,0.70%,1.33%,-0.77%,2.02%,0.97%,2.30%,1.12%,2.06%
Jun-14,4.13%,5.10%,7.32%,1.16%,2.84%,4.04%,2.61%,0.00%,4.13%,1.16%,7.32%,4.04%,-0.44%,1.74%,4.81%,-1.00%
Jul-14,-5.16%,-6.00%,-7.54%,-2.27%,-0.72%,-1.87%,-2.04%,0.00%,-5.16%,-2.27%,-7.54%,-1.87%,-1.62%,-2.51%,-5.93%,0.76%
Aug-14,3.79%,5.31%,5.49%,4.02%,4.26%,4.62%,4.24%,0.00%,3.79%,4.02%,5.49%,4.62%,2.06%,4.04%,5.36%,1.53%
Sep-14,-4.02%,-6.10%,-8.93%,-0.52%,-2.30%,-3.82%,-1.97%,0.00%,-4.02%,-0.52%,-8.93%,-3.82%,1.44%,-1.27%,-5.18%,1.87%
Oct-14,8.57%,6.00%,1.61%,3.00%,2.14%,1.32%,2.52%,0.00%,8.57%,3.00%,1.61%,1.32%,5.58%,3.96%,2.35%,3.29%
Nov-14,0.26%,-0.39%,-1.21%,2.76%,3.26%,2.46%,2.55%,0.00%,0.26%,2.76%,-1.21%,2.46%,1.51%,3.78%,2.51%,2.75%
Dec-14,2.88%,2.80%,0.66%,-0.10%,0.42%,-1.24%,-0.06%,0.00%,2.88%,-0.10%,0.66%,-1.24%,1.62%,1.00%,0.03%,1.13%
Jan-15,-2.09%,-4.44%,-3.63%,-1.97%,-5.01%,-1.46%,-3.11%,0.00%,-2.09%,-1.97%,-3.63%,-1.46%,-0.68%,-0.05%,-4.07%,2.71%
Feb-15,4.63%,7.98%,8.71%,4.05%,6.88%,7.57%,6.14%,0.00%,4.63%,4.05%,8.71%,7.57%,-1.06%,4.42%,9.50%,-1.80%
Mar-15,1.33%,1.23%,-0.55%,-1.64%,-0.96%,-1.60%,-1.12%,0.00%,1.33%,-1.64%,-0.55%,-1.60%,0.40%,-0.17%,-1.52%,0.88%
Apr-15,-2.42%,-0.59%,-0.16%,-0.31%,1.74%,1.74%,0.59%,0.00%,-2.42%,-0.31%,-0.16%,1.74%,-2.05%,-2.23%,4.66%,-5.90%
May-15,1.05%,1.34%,2.95%,1.03%,1.55%,1.93%,1.36%,0.00%,1.05%,1.03%,2.95%,1.93%,-0.59%,2.67%,-2.24%,4.65%
Jun-15,0.77%,-0.09%,-1.50%,-2.23%,-1.65%,-1.64%,-1.53%,0.00%,0.77%,-2.23%,-1.50%,-1.64%,0.29%,-0.65%,-3.25%,1.90%
Jul-15,0.73%,-3.01%,-4.82%,2.86%,1.43%,0.55%,1.54%,0.00%,0.73%,2.86%,-4.82%,0.55%,3.52%,2.74%,-5.22%,6.95%
Aug-15,-5.21%,-4.87%,-5.90%,-5.75%,-6.42%,-6.13%,-6.04%,0.00%,-5.21%,-5.75%,-5.90%,-6.13%,-1.27%,-5.58%,-5.44%,-1.61%
Sep-15,-1.30%,-6.40%,-12.26%,-0.79%,-3.03%,-4.64%,-3.07%,0.00%,-1.30%,-0.79%,-12.26%,-4.64%,5.61%,-1.45%,-8.42%,5.56%
Oct-15,5.72%,6.17%,6.38%,6.70%,9.18%,8.92%,7.75%,0.00%,5.72%,6.70%,6.38%,8.92%,0.70%,5.21%,8.76%,-1.53%
Nov-15,2.17%,2.12%,3.93%,0.23%,0.04%,0.91%,0.56%,0.00%,2.17%,0.23%,3.93%,0.91%,-0.56%,0.62%,-0.73%,1.27%
Dec-15,-3.97%,-6.65%,-7.13%,0.00%,-2.71%,-3.60%,-2.17%,0.01%,-3.98%,-0.01%,-7.14%,-3.61%,2.12%,-1.24%,-7.78%,4.85%
Jan-16,-4.39%,-9.02%,-15.21%,-2.25%,-6.68%,-8.91%,-5.77%,0.01%,-4.40%,-2.26%,-15.22%,-8.92%,5.73%,-3.67%,-11.23%,4.63%
Feb-16,1.40%,1.48%,-1.04%,0.69%,-0.74%,-0.83%,-0.08%,0.02%,1.38%,0.67%,-1.06%,-0.85%,1.89%,0.34%,-0.42%,0.70%
Mar-16,7.73%,9.40%,11.85%,5.82%,7.61%,7.69%,6.96%,0.02%,7.71%,5.80%,11.83%,7.67%,0.63%,6.07%,11.71%,-1.86%
Apr-16,0.99%,0.99%,7.69%,0.75%,-0.25%,1.26%,0.92%,0.01%,0.98%,0.74%,7.68%,1.25%,-2.05%,-0.82%,7.33%,-6.26%
May-16,2.78%,1.06%,-0.80%,1.39%,1.65%,2.82%,1.78%,0.01%,2.77%,1.38%,-0.81%,2.81%,1.42%,1.93%,-0.97%,2.96%
Jun-16,0.54%,-2.42%,-0.20%,3.10%,-1.49%,-2.44%,-0.05%,0.02%,0.52%,3.08%,-0.22%,-2.46%,3.41%,3.33%,-2.31%,5.56%
Jul-16,4.07%,7.18%,8.17%,1.00%,5.22%,6.40%,3.95%,0.02%,4.05%,0.98%,8.15%,6.38%,-2.73%,2.30%,8.25%,-3.29%
